date,incidence,rt_mean,rt_lower,rt_upper,source,fixed_rt,epiestim_rt_mean,mcmc_rt_mean
2020-03-08,41.0,0.20975642531221672,0.1590675242655757,0.263925329789224,mcmc_conditioned,0.33991209018231794,0.33991209018231794,0.20975642531221672
2020-03-09,36.0,0.22241094221906563,0.1598556522286035,0.2867111198023685,mcmc_conditioned,0.301489632276369,0.301489632276369,0.22241094221906563
2020-03-10,17.0,0.13814168178134006,0.09014336316672368,0.19374921942093648,mcmc_conditioned,0.29234037453288797,0.2923403745328879,0.13814168178134006
2020-03-11,13.0,0.13044744567277605,0.08051818423166093,0.19239066870180888,mcmc_conditioned,0.28316192024719933,0.28316192024719933,0.13044744567277605
2020-03-12,8.0,0.1216399602997984,0.06329270602668223,0.1983916986932187,mcmc_conditioned,0.25092443551445176,0.25092443551445176,0.1216399602997984
2020-03-13,5.0,0.1114412742796795,0.04973466733229258,0.19788647962028033,mcmc_conditioned,0.19638311297523697,0.19638311297523697,0.1114412742796795
2020-03-14,4.0,0.10127262195143744,0.023966763459525902,0.19443527809941638,mcmc_conditioned,0.16109507005601478,0.1610950700560148,0.10127262195143744
2020-03-15,4.0,0.20341694288989012,0.10047280126427756,0.34362891284708613,mcmc_conditioned,0.14644399841968,0.14644399841968003,0.20341694288989012
2020-03-16,4.0,0.2450822823368542,0.08956675750165452,0.437084253404631,mcmc_conditioned,0.12310673988344178,0.12310673988344177,0.2450822823368542
2020-03-17,1.0,0.23481089968396493,0.03764549688386444,0.5509881625757242,mcmc_conditioned,0.11955954880277803,0.11955954880277801,0.23481089968396493
2020-03-18,1.0,0.30467495181707355,0.12158428696196781,0.5822699271039153,mcmc_conditioned,0.11748697014280336,0.11748697014280335,0.30467495181707355
2020-03-19,0.0,0.20256621468152095,0.046098363261383966,0.44712394368895697,mcmc_conditioned,0.1210039326207405,0.1210039326207405,0.20256621468152095
2020-03-20,0.0,0.4030604340625653,0.10528566581980531,0.7997117882186249,mcmc_conditioned,0.13314054964456087,0.13314054964456085,0.4030604340625653
2020-03-21,0.0,0.5483260786257971,0.10317978770658072,1.2083893891254756,mcmc_conditioned,0.14507619140245193,0.14507619140245193,0.5483260786257971
2020-03-22,0.0,0.4176619747788834,0.10627489425525145,1.2509462728641356,mcmc_conditioned,0.14012482461517256,0.14012482461517256,0.4176619747788834
2020-03-23,0.0,0.8575050512142419,0.13800111854321187,2.2721878471841235,mcmc_conditioned,0.10045997276236457,0.10045997276236457,0.8575050512142419
2020-03-24,1.0,3.105610580879845,0.868437473621477,7.524290051700324,mcmc_conditioned,0.1421812243893887,0.1421812243893887,3.105610580879845
2020-03-25,0.0,2.677106927659271,0.8013010054719414,6.67503986175223,mcmc_conditioned,0.15018909317926601,0.15018909317926601,2.677106927659271
2020-03-26,0.0,3.5372441617003796,0.5892627321841143,8.198597240033621,mcmc_conditioned,0.21291449683308009,0.21291449683308006,3.5372441617003796
2020-03-27,0.0,3.679419997030602,0.3845331895521724,10.212133584875945,mcmc_conditioned,0.30307404486861217,0.30307404486861217,3.679419997030602
2020-03-28,0.0,4.78757250194969,1.3060013788710505,12.90490795425969,mcmc_conditioned,0.42582654727374025,0.42582654727374025,4.78757250194969
2020-03-29,0.0,5.5214579221632345,1.2838807374958554,15.13782463588801,mcmc_conditioned,0.574188512712344,0.5741885127123438,5.5214579221632345
2020-03-30,0.0,5.635047886904947,1.4457576503821452,14.45639067845843,mcmc_conditioned,0.7232707640411864,0.7232707640411864,5.635047886904947
2020-03-31,0.0,8.20323719057747,1.2774351563944615,21.79990634899925,mcmc_conditioned,0.562169667833149,0.562169667833149,8.20323719057747
2020-04-01,1.0,35.60271610363393,12.56721206047984,68.5927445654257,mcmc_conditioned,0.9223071399410957,0.9223071399410957,35.60271610363393
2020-04-02,0.0,30.539068487146167,4.9382890548306575,98.26523241029199,mcmc_conditioned,0.9821963999448082,0.9821963999448082,30.539068487146167
2020-04-03,0.0,18.41194163240541,4.231020988020475,52.71381734068373,mcmc_conditioned,1.0392566540194583,1.0392566540194583,18.41194163240541
2020-04-04,1.0,10.869297312374629,2.1878194741540535,23.062367442559204,mcmc_conditioned,1.429524306695376,1.429524306695376,10.869297312374629
2020-04-05,0.0,6.057793594188306,0.7666648253698941,16.3640119323427,mcmc_conditioned,1.4266403445961804,1.4266403445961804,6.057793594188306
2020-04-06,0.0,2.233824282214714,0.17609380099406716,10.039945693992253,mcmc_conditioned,1.3737722272661972,1.3737722272661972,2.233824282214714
2020-04-07,0.0,4.410431846938265,0.2733274443983894,12.58161483609499,mcmc_conditioned,1.278799072905293,1.278799072905293,4.410431846938265
2020-04-08,0.0,3.9013917584065405,0.6486399461492718,10.081322736527673,mcmc_conditioned,0.8847101313858398,0.8847101313858398,3.9013917584065405
2020-04-09,0.0,2.1806356987579525,0.08439912851551092,6.793343899531324,mcmc_conditioned,0.8286037350498755,0.8286037350498756,2.1806356987579525
2020-04-10,0.0,4.832513279614491,0.7566627172832566,13.394167203280023,mcmc_conditioned,0.8043912971282771,0.8043912971282771,4.832513279614491
2020-04-11,0.0,9.153364267474736,2.1064196852325447,20.257422084504476,mcmc_conditioned,0.5447549105733326,0.5447549105733326,9.153364267474736
2020-04-12,0.0,13.1457239311531,1.3134104028774953,40.5976086822595,mcmc_conditioned,0.5710216737155281,0.5710216737155281,13.1457239311531
2020-04-13,0.0,14.556769014318904,3.74597894036778,30.21913792454001,mcmc_conditioned,0.6125810948919358,0.6125810948919358,14.556769014318904
2020-04-14,0.0,54.57536629145885,1.8402983805823234,170.66837755799173,mcmc_conditioned,0.6746839548751216,0.6746839548751216,54.57536629145885
2020-04-15,0.0,84.80913716209712,7.835554995843101,280.9299507807135,mcmc_conditioned,0.7536791556471092,0.7536791556471092,84.80913716209712
2020-04-16,0.0,761.5440765782844,272.17535289923137,1624.3401276655538,mcmc_conditioned,0.8347786416729343,0.8347786416729343,761.5440765782844
2020-04-17,325.0,332966.9716179611,300745.5392809539,365174.8416179844,mcmc_conditioned,147.4756548945839,147.4756548945839,332966.9716179611
2020-04-18,0.0,1.7219248936550766,0.3451982033319146,4.037769917592765,mcmc_conditioned,97.6215385408837,97.62153854088369,1.7219248936550766
2020-04-19,0.0,0.060402129308247184,0.006258046735403494,0.17626256588120923,mcmc_conditioned,14.762825167929568,14.76282516792957,0.060402129308247184
2020-04-20,0.0,0.023243772923656304,0.004974876261809623,0.06500925776229938,mcmc_conditioned,4.401939708093818,4.401939708093819,0.023243772923656304
2020-04-21,0.0,0.017576498993517382,0.002664429471796683,0.041726261148436194,mcmc_conditioned,2.238574030126383,2.2385740301263826,0.017576498993517382
2020-04-22,0.0,0.02243794598551462,0.002355986110848785,0.05606567582035582,mcmc_conditioned,1.5316369794331526,1.5316369794331526,0.02243794598551462
2020-04-23,0.0,0.026391150626757218,0.0040102876974490225,0.05880754964103368,mcmc_conditioned,1.242355373193334,1.242355373193334,0.026391150626757218
2020-04-24,0.0,0.022464527687300374,0.003089334326722408,0.06083984300177964,mcmc_conditioned,0.006797425882277604,0.006797425882277605,0.022464527687300374
2020-04-25,0.0,0.05362664127724157,0.013046644340957847,0.16540435886274538,mcmc_conditioned,0.00644915164087887,0.006449151640878869,0.05362664127724157
2020-04-26,0.0,0.10195252668489468,0.011238169427614266,0.23621415147863006,mcmc_conditioned,0.006669427346891519,0.006669427346891518,0.10195252668489468
2020-04-27,0.0,0.2715070659998773,0.013527604412511732,0.7031968902799901,mcmc_conditioned,0.007944758849606059,0.007944758849606057,0.2715070659998773
2020-04-28,0.0,0.23483927627040788,0.03174297285332145,0.6286228037375121,mcmc_conditioned,0.011006662950006319,0.011006662950006315,0.23483927627040788
2020-04-29,0.0,0.7741611064088131,0.07594079481418646,2.4069742279039965,mcmc_conditioned,0.017387752494289137,0.01738775249428914,0.7741611064088131
2020-04-30,0.0,1.822850336322204,0.1890782139825446,7.286644079679742,mcmc_conditioned,0.030484405226975816,0.030484405226975812,1.822850336322204
