date,incidence,hybrid_rt_mean,hybrid_rt_lower,hybrid_rt_upper,source,mcmc_rt_mean,epiestim_rt_mean
2020-04-09,0.0,3.540071895306348,0.2950323074418,10.98889221386182,mcmc,3.540071895306348,0.8286037350498756
2020-04-10,0.0,3.7202919215826715,0.9566545255665551,9.233330857679757,mcmc,3.7202919215826715,0.8043912971282771
2020-04-11,0.0,6.752909751615777,0.5838982698663808,20.514340085223562,mcmc,6.752909751615777,0.5447549105733326
2020-04-12,0.0,9.415185190428792,0.9206299356664694,21.56793912863248,mcmc,9.415185190428792,0.5710216737155281
2020-04-13,0.0,5.981755695185631,0.5030249741610526,26.96566787387301,mcmc,5.981755695185631,0.6125810948919358
2020-04-14,0.0,24.324336133287687,0.3476531664582688,73.26599067993578,mcmc,24.324336133287687,0.6746839548751216
2020-04-15,0.0,74.16589374968741,8.472601182855463,189.41200096551773,mcmc,74.16589374968741,0.7536791556471092
2020-04-16,0.0,340.87365555681725,55.54737271380467,1032.4750790028895,mcmc,340.87365555681725,0.8347786416729343
2020-04-17,325.0,334448.1885772925,303957.60245646193,366162.8915513307,mcmc,334448.1885772925,147.4756548945839
2020-04-18,0.0,0.524756737922975,0.06595470257173366,1.8461358510427925,mcmc,0.524756737922975,97.62153854088369
2020-04-19,0.0,0.05101547148046089,0.010709393816451113,0.09955716080679064,mcmc,0.05101547148046089,14.76282516792957
2020-04-20,0.0,0.031607793774622236,0.009383885890667958,0.06577157868356688,mcmc,0.031607793774622236,4.401939708093819
2020-04-21,0.0,0.02958410319673229,0.007240643069828849,0.06781006888206516,mcmc,0.02958410319673229,2.2385740301263826
2020-04-22,0.0,0.02746540823654422,0.008307071165991711,0.05958266947541257,mcmc,0.02746540823654422,1.5316369794331526
2020-04-23,0.0,0.03304773485592119,0.002793607795809608,0.09419989633738603,mcmc,0.03304773485592119,1.242355373193334
2020-04-24,0.0,0.018066827907857606,0.0005613621835716861,0.06561548513787854,mcmc,0.018066827907857606,0.006797425882277605
2020-04-25,0.0,0.0389207760896806,0.005953800502030963,0.09220344889750198,mcmc,0.0389207760896806,0.006449151640878869
2020-04-26,0.0,0.07419934906167333,0.017659467482360847,0.19948148738378696,mcmc,0.07419934906167333,0.006669427346891518
2020-04-27,0.0,0.25724931905683013,0.02682606462642677,0.8495279422774145,mcmc,0.25724931905683013,0.007944758849606057
2020-04-28,0.0,0.1294762897302664,0.002871858053630156,0.5764983775290395,mcmc,0.1294762897302664,0.011006662950006315
2020-04-29,0.0,0.3955020652811148,0.005255546527965456,1.3123348292167032,mcmc,0.3955020652811148,0.01738775249428914
2020-04-30,0.0,3.012753988655584,0.3469304452410685,10.905229647952876,mcmc,3.012753988655584,0.030484405226975812
